index,sample_id,possible_answers,query_type,query,answer,image_name
20227105,20227105,"Yes, the woman is looking at the menu.",13-woman_menu,Is the woman that is sitting looking at the menu?,yes,n68769.jpg
202012599,202012599,The shelves are on the left of the image.,10q-shelves_hposition,On which side of the photo are the shelves?,left,n326988.jpg
201621484,201621484,The furniture is a desk.,12q-furniture_n#short,What kind of furniture isn't short?,desk,n275148.jpg
201621489,201621489,The TV stand is on the left of the image.,10q-tv stand_hposition,On which side of the picture is the TV stand?,left,n275148.jpg
201624134,201624134,The cooking utensil is a pan.,12q-cooking utensil_warm,Which kind of cooking utensil is warm?,pan,n59676.jpg
201536418,201536418,"No, the umpire is to the left of the batter.",13-batter_umpire,Are there umpires to the right of the batter?,no,n538684.jpg
20511621,20511621,"Yes, the canopy is dark and dry.",05-dark_dry,Is the canopy dark and dry?,yes,n208458.jpg
202218593,202218593,The paper towels are in the bottom of the image.,10c-paper towels_vposition,Are the white paper towels in the bottom part or in the top of the photo?,bottom,n578564.jpg
201975071,201975071,The hat is from adidas.,10q-hat_company,Which company is the hat from?,adidas,n274905.jpg
201434265,201434265,The windows are made of glass.,10q-windows_material,What are the windows made of?,glass,n545516.jpg
201654426,201654426,The animals are horses.,"15-jockey_to the left of,s",What are the animals to the left of the jockey that is sitting in the cart?,horses,n6309.jpg
201654425,201654425,"No, there are horses to the left of the fence.",13-fence_cows,Are there any cows to the left of the fence?,no,n6309.jpg
20211274,20211274,"Yes, the woman is behind the plate.",13-woman_plate,Is the woman behind the plate near the glass?,yes,n312206.jpg
20543092,20543092,The fence is behind the elephant.,"15-fence_behind,o",What kind of animal is the fence behind of?,elephant,n100552.jpg
201412341,201412341,"Yes, the snow pants are wet.",06-snow pants_wet,Do the snowpants that are not short look wet?,yes,n143672.jpg
201976777,201976777,"Yes, the backpack is small.",06-backpack_small,Does the backpack look small?,yes,n279173.jpg
201641288,201641288,The sign is a street sign.,"15-man_hanging above,s",How is the sign that is hanging above the tall man called?,street sign,n532213.jpg
20717109,20717109,The piece of furniture is a bed.,11q-furniture,What piece of furniture is it?,bed,n67005.jpg
201975049,201975049,"Yes, the hat is black and white.",06-hat_black and white,Does the hat look black and white?,yes,n274905.jpg
201641287,201641287,The street sign is hanging above the man.,"14-man_hanging above,s",What is hanging above the man?,street sign,n532213.jpg
201641286,201641286,The street sign is hanging above the man.,"14-man_hanging above,s",What is hanging above the tall person?,street sign,n532213.jpg
201641282,201641282,The street sign is hanging from the signal light.,"14-street sign_hanging from,o",What is the street sign that looks black and white hanging from?,traffic light,n532213.jpg
201794876,201794876,"The material, both the tree and the bag are wooden.",09common-bag_tree,What is common to the tree and the bag?,material,n119944.jpg
20412052,20412052,"No, the dessert is below the carrots.",13-dessert_tomatoes,Is the dessert below tomatoes?,no,n363445.jpg
20412053,20412053,The food is a dessert.,"15-lid_below,s",What type of food is below the small lid?,dessert,n363445.jpg
20673114,20673114,"Yes, both the toilet paper and the toilet paper are made of paper.",09verifyAttrAnd-toilet paper_toilet paper,Are both the white thing to the right of the chair and the toilet paper to the right of the toilet made of paper?,yes,n59147.jpg
2044673,2044673,"No, the woman is still but happy.",05-sad_still,Is the woman still and sad?,no,n184551.jpg
20673117,20673117,The toilet paper is resting on the table.,"14-table_resting on,s",What is resting on the table?,toilet paper,n59147.jpg
20923068,20923068,The vehicle is an ambulance.,12q-vehicle_n#red,What vehicle is not red?,ambulance,n480253.jpg
2017111,2017111,"No, the goat is brown.",06-goat_white,Does the goat to the right of the horse look white?,no,n324908.jpg
20705812,20705812,The piece of furniture is a desk.,11q-furniture,What item of furniture is it?,desk,n264887.jpg
20550405,20550405,The animal is a horse.,"15-grass_standing on,s",What is the animal that is standing on the grass called?,horse,n579928.jpg
20550407,20550407,The animal is a horse.,"15-grass_standing on,s",What kind of animal is standing on the grass?,horse,n579928.jpg
20673118,20673118,The toilet paper is resting on the table.,"14-toilet paper_resting on,o",The toilet paper that is to the right of the chair is resting on what?,table,n59147.jpg
20705816,20705816,The piece of furniture is a desk.,12q-furniture_large,What is the large item of furniture in the scene?,desk,n264887.jpg
20468429,20468429,The pipe is small.,10q-pipe_size,How big is the pipe that is not short?,small,n171169.jpg
201739230,201739230,"Yes, there is a white hat.",04-hat_n#blue,Is there a hat that is not blue?,yes,n485969.jpg
20248159,20248159,The clothing is a sweater.,12q-clothing_white,What kind of clothing is white?,sweater,n49310.jpg
202021472,202021472,The artwork has red color.,10q-artwork_color,What color does the artwork have?,red,n255161.jpg
201068695,201068695,The clothing item is a dress shirt.,12q-clothing_gray,How is the gray clothing item called?,dress shirt,n159802.jpg
20248154,20248154,The clothing item is a sweater.,12q-clothing_striped,What is the clothing item that is striped?,sweater,n49310.jpg
20144639,20144639,"No, the bus is rectangular but blue.",05-rectangular_white,Does the bus behind the other bus look white and rectangular?,no,n273901.jpg
201735564,201735564,The tray is on the right of the image.,10q-tray_hposition,On which side is the wood tray?,right,n240973.jpg
201391831,201391831,The man holds the Wii controller.,"14-man_holding,o",What does the happy man hold?,wii controller,n477702.jpg
201391832,201391832,The device is a Wii controller.,"15-man_holding,o",What is the device that the man that is not sad holds?,wii controller,n477702.jpg
201065519,201065519,"Yes, the man is standing near the chairs.",13-man_chairs,Is the man that is to the left of the performer standing near the chairs?,yes,n429883.jpg
20204532,20204532,The piece of furniture is a chair.,"15-rug_in front of,o",What is the item of furniture that the rug is in front of?,chair,n532191.jpg
202101231,202101231,The lamp is to the left of the car.,13-car_lamp,Is the lamp to the right or to the left of the car?,left,n472825.jpg
20258759,20258759,The child is talking on the phone.,"14-phone_talking on,s",Who is talking on the device that looks black and silver?,child,n204894.jpg
20262704,20262704,The girl is wearing a skirt.,"14-skirt_wearing,s",Who is wearing a skirt?,girl,n172618.jpg
202265747,202265747,The woman is wearing a shirt.,"14-shirt_wearing,s",Who is wearing a shirt?,woman,n534106.jpg
202024849,202024849,The tree is in the park.,"14-tree_in,o",Where is the tree?,park,n369595.jpg
20340632,20340632,The bird is playing.,10c-bird_activity,"What is the bird doing, resting or playing?",playing,n513100.jpg
201498444,201498444,"Yes, the tape is behind the coffee cup.",13-tape_coffee cup,Is the tape behind the coffee cup?,yes,n315887.jpg
201037030,201037030,"No, the sidewalk is made of concrete and the traffic sign is made of metal.",09same-sidewalk_traffic sign,Are the sidewalk and the traffic sign made of the same material?,no,n393305.jpg
2044903,2044903,The bag is to the right of the man.,13-man_bag,Is the bag to the left or to the right of the person covered by the umbrella?,right,n184551.jpg
201593873,201593873,The girl is hitting the tennis ball.,"14-girl_hitting,o",What is she hitting?,tennis ball,n200907.jpg
201593875,201593875,The girl is hitting the tennis ball.,"14-girl_hitting,o",What is the girl hitting?,tennis ball,n200907.jpg
201438282,201438282,The net is in front of the man.,"14-man_in front of,s",What is in front of the man?,net,n66756.jpg
2075243,2075243,"Yes, there is a deer.",09existOr-deer_zebra,Is there any zebra or deer in this scene?,yes,n469525.jpg
20691469,20691469,The towels are sitting inside the shelves.,"14-towels_sitting inside,o",What are the folded towels sitting inside of?,shelves,n153293.jpg
201407335,201407335,"No, the man is in front of the fence.",13-fence_man,Are there men behind the fence that is presented in this photograph?,no,n282607.jpg
20691466,20691466,The towels are black.,10q-towels_color,What color are the towels that are sitting inside the shelves?,black,n153293.jpg
201407331,201407331,The man is in front of the fence.,"14-man_in front of,o",What is this man in front of?,fence,n282607.jpg
20177899,20177899,The pickles are small.,10q-pickles_size,How big are the pickles that are on top of the cutting board?,small,n55058.jpg
201735690,201735690,"Yes, the newspaper is under the shelves.",13-newspaper_shelves,Is the newspaper under the shelves?,yes,n240973.jpg
201987605,201987605,"Yes, both the bottle and the paper are white.",09same-bottle_paper,Is the color of the bottle the same as the paper?,yes,n470131.jpg
20169603,20169603,"No, the flag is yellow and the road is black.",09same-flag_road,Is the color of the road the same as that of the flag?,no,n58220.jpg
201983045,201983045,"Yes, there is a phone to the left of the man.",13-man_phone,Are there any phones to the left of the man below the frame?,yes,n526228.jpg
201864553,201864553,"No, the bat is black but wooden.",05-black_metal,Is the bat black and metallic?,no,n481655.jpg
20706289,20706289,"No, the speaker is on the right of the image.",06-speaker_left,Is the small device on the left?,no,n264887.jpg
202003684,202003684,"No, the laptops are open but white.",05-black_open,Are the devices on top of the desk black and open?,no,n262920.jpg
201481487,201481487,The woman is holding the umbrella.,"14-woman_holding,o",The sitting down woman to the right of the glasses is holding what?,umbrella,n470920.jpg
201756642,201756642,"No, the kitten is young but white.",05-black_young,Is the animal that looks small black and young?,no,n567860.jpg
202285539,202285539,"No, there are waffles to the right of the banana.",13-banana_apples,Do you see any apples to the right of the fruit that is not thick?,no,n100991.jpg
202119927,202119927,The freezer is to the right of the table.,13-table_refrigerator,Is the freezer to the right or to the left of the short table near the door?,right,n500308.jpg
20984434,20984434,The skater is young.,10q-skater_age,How old is the skater in the middle of the photo?,young,n12214.jpg
20340983,20340983,"Yes, the windows are wide and closed.",05-closed_wide,Are the high windows both wide and closed?,yes,n346247.jpg
20984387,20984387,The hat is worn on the skater.,"14-hat_worn on,o",Who is the black hat worn on?,skater,n12214.jpg
201347369,201347369,The skateboarder is skating.,10c-skateboarder_sportActivity,"What is the person that is looking up doing, skating or riding?",skating,n65202.jpg
20541514,20541514,The television is on the right of the image.,10q-television_hposition,Which side of the picture is the black device on?,right,n527290.jpg
20340988,20340988,The windows are wide.,10q-windows_width,How wide are the windows the tree is next to?,wide,n346247.jpg
202006219,202006219,The basket is tan.,10q-basket_color,What is the color of the basket above the other basket?,tan,n97485.jpg
20705745,20705745,The device is a monitor.,"15-desk_on top of,s",What device is on top of the desk?,monitor,n264887.jpg
201556920,201556920,The device is a laptop.,"15-keyboard_above,s",What device is above the keyboard?,laptop,n525901.jpg
201956961,201956961,The DVDs are closed.,10c-dvds_15,Are the DVDs inside the TV stand open or closed?,closed,n536256.jpg
202006214,202006214,"Yes, the basket is tan and large.",05-large_tan,Is the woven basket above the other basket both tan and large?,yes,n97485.jpg
20756914,20756914,"Yes, the robe is smooth.",06-robe_smooth,Is the robe smooth?,yes,n433532.jpg
202243790,202243790,The table has red color.,10q-table_color,What color does this table have?,red,n296467.jpg
20330509,20330509,The fence is behind the tree.,13-tree_fence,Is the long fence behind or in front of the tree made of wood?,behind,n260521.jpg
20247860,20247860,"Yes, the woman is old and happy.",05-happy_old,Is the sitting down person to the right of the man old and happy?,yes,n49310.jpg
20596312,20596312,The person is standing.,10q-person_pose,What is he doing?,standing,n514467.jpg
201247081,201247081,The chair is in front of the plant.,"14-chair_in front of,o",What is the chair in front of?,plant,n83784.jpg
202245872,202245872,"No, both the computer desk and the cable are white.",09diff-cable_computer desk,Does the computer desk have a different color than the cable?,no,n310828.jpg
20551315,20551315,"Yes, the platform is red and the traffic signal is black.",09diff-platform_traffic light,Is the traffic signal different in color than the platform?,yes,n153118.jpg
202162660,202162660,The bookcase is black.,10q-bookcase_color,Which color is the bookcase?,black,n69237.jpg
20667821,20667821,The woman is wearing a shirt.,"14-woman_wearing,o",What is the woman wearing?,shirt,n181355.jpg
202158779,202158779,The side walk is made of concrete.,10q-sidewalk_material,What is the sidewalk made of?,concrete,n406334.jpg
201795383,201795383,The woman sits on the bench.,"14-woman_sitting on,o",The woman that to the right of the elephant sits on what?,bench,n119944.jpg
201795385,201795385,"Yes, the woman sits on a bench.",13-woman_bench,Does the woman that is not thin sit on a bench?,yes,n119944.jpg
201795382,201795382,"No, the woman is looking at the man.",13-woman_cell phone,Is the woman that is not thin looking at a cell phone?,no,n119944.jpg
202158778,202158778,The side walk is made of concrete.,10q-sidewalk_material,What is the side walk made of?,concrete,n406334.jpg
201766528,201766528,The girl is on the left of the image.,10c-girl_hposition,Is the girl on the left side or on the right?,left,n528403.jpg
202241056,202241056,The pizza is white.,10q-pizza_color,What color is the pizza in the bottom of the image?,white,n460385.jpg
202000663,202000663,"No, the sidewalk is hard but dirty.",05-clean_hard,Is the sidewalk beside the street clean and hard?,no,n299528.jpg
2056075,2056075,"No, the car is parked behind a bus.",13-car_truck,Is the black vehicle parked behind a truck?,no,n263180.jpg
20968332,20968332,The man is leaning against the pole.,"14-man_leaning against,o",What is the man leaning against?,pole,n288870.jpg
20541546,20541546,The TV is to the right of the couch.,13-couch_television,Is the black device to the left or to the right of the couch?,right,n527290.jpg
201393608,201393608,The shirt is dark.,10q-shirt_color,What is the color of the shirt?,dark,n305495.jpg
20954058,20954058,The receipt is on top of the luggage.,"14-luggage_on top of,s",What is located on top of the luggage that looks large?,receipt,n498712.jpg
20637305,20637305,The appliance is a stove.,12q-appliance_white,What appliance is white?,stove,n184385.jpg
20516049,20516049,The train is to the left of the people.,13-people_train,Is the large vehicle to the left or to the right of the people?,left,n70461.jpg
201393601,201393601,The sock is not dark.,12c-clothing_n#dark,"What type of clothing is not dark, the shirt or the sock?",sock,n305495.jpg
201393603,201393603,The clothing is a sock.,12q-clothing_n#dark,Which kind of clothing is not dark?,sock,n305495.jpg
201795116,201795116,The animal is an elephant.,"15-woman_to the left of,s",What type of animal is to the left of the woman that the child is sitting next to?,elephant,n119944.jpg
20782987,20782987,The man is sitting on the chair.,"14-man_sitting on,o",What is the man sitting on?,chair,n355339.jpg
20151769,20151769,"No, the trousers are on.",06-pants_off,Do the trousers appear to be off?,no,n313060.jpg
202285048,202285048,"No, the banana is yellow but thin.",05-thick_yellow,Is the fruit on top of the tray yellow and thick?,no,n100991.jpg
201882905,201882905,The device is a television.,"15-curtains_to the right of,s",What device is on the right of the curtains?,television,n125122.jpg
202262837,202262837,"No, the car is to the right of a woman.",13-woman_car,Is the black car to the left of a woman?,no,n538039.jpg
201879568,201879568,The vehicle is a truck.,"15-basket_in front of,s",What is the vehicle that is in front of the basket?,truck,n290409.jpg
20596524,20596524,The side walk is made of concrete.,10q-sidewalk_material,What is the sidewalk made of?,concrete,n514467.jpg
20611554,20611554,The container is large.,10c-container_size,Is this container large or small?,large,n28996.jpg
201669332,201669332,"Yes, there are both a cake and a candle.",09existAnd-cake_candle,Are there both candles and cakes in this image?,yes,n238266.jpg
201624192,201624192,"Yes, the pizza is on the pan.",13-pizza_pan,Is the pizza on the cooking utensil the plate is beside of?,yes,n59676.jpg
201804274,201804274,"Yes, there is a small desk.",04-desk_small,Are there either any small desks or boxes?,yes,n51002.jpg
201972699,201972699,"Yes, the bush is green and the scarf is white.",09diff-bush_scarf,Does the scarf have a different color than the bush?,yes,n541482.jpg
201770658,201770658,"Yes, there is a toothbrush.",03-toothbrush,Are there toothbrushes in this image?,yes,n310625.jpg
201574215,201574215,"No, there is a traffic light above the man.",13-man_umbrella,Is there an umbrella above the man that is in front of the door?,no,n116329.jpg
202156687,202156687,"No, the clouds are gray but thick.",05-gray_thin,Are the clouds above the trees both thin and gray?,no,n543966.jpg
201885214,201885214,The frisbee is on the right of the image.,10q-frisbee_hposition,On which side of the picture is the frisbee?,right,n222297.jpg
201896270,201896270,The knife is large.,10q-knife_size,How big is the utensil that is slicing the cake?,large,n111390.jpg
20982174,20982174,The blouse is long sleeved.,10c-blouse_32,Is the blouse long sleeved or short sleeved?,long sleeved,n52544.jpg
20982179,20982179,The blouse is black.,10q-blouse_color,What color is the blouse?,black,n52544.jpg
201896318,201896318,The knife is slicing the cake.,"14-knife_slicing,o",What is the knife slicing?,cake,n111390.jpg
20618861,20618861,"Yes, the shirt is orange and short sleeved.",05-orange_short sleeved,Is the shirt orange and short sleeved?,yes,n126087.jpg
202147831,202147831,The person is sitting in front of the athlete.,"14-person_sitting in front of,o",Who is the person to the right of the chair sitting in front of?,athlete,n194179.jpg
201996785,201996785,The words are gold.,10q-words_color,What color are the words?,gold,n250715.jpg
20434808,20434808,"Yes, the boy is on the left of the image.",06-boy_left,Is the boy on the left side of the picture?,yes,n431447.jpg
20618869,20618869,"No, the shirt is orange.",06-shirt_blue,Does the short sleeved shirt have blue color?,no,n126087.jpg
201974935,201974935,"No, the shorts are soft but black.",05-green_soft,Are the shorts that are not long soft and green?,no,n274905.jpg
202258137,202258137,The bag is made of cloth.,10c-bag_material,Is the bag near the fence made of plastic or cloth?,cloth,n216553.jpg
202258139,202258139,"Yes, there is a bag near the fence.",13-fence_bag,Is there any bag near the fence?,yes,n216553.jpg
20385517,20385517,"Yes, there are both a remote control and a computer mouse.",09existAnd-computer mouse_remote control,Are there both remote controls and computer mice in this photograph?,yes,n90294.jpg
2062360,2062360,"No, the surf board is hard but white.",05-blue_hard,Does that surf board look hard and blue?,no,n179136.jpg
201735165,201735165,"No, both the wall and the keyboard are white.",09diff-keyboard_wall,Is the wall different in color than the keyboard?,no,n240973.jpg
20699279,20699279,The jacket is navy.,12c-clothing_navy,"What kind of clothing is navy, the jacket or the hat?",jacket,n512257.jpg
201959852,201959852,The plane is large.,10c-airplane_size,Is the airplane near the sign small or large?,large,n572716.jpg
201439380,201439380,"Yes, all the people are female.",07same-allpeople,Are the two people the same gender?,yes,n199286.jpg
201757688,201757688,"Yes, there is a cup.",03-cup,Are there any cups in the scene?,yes,n4777.jpg
201429017,201429017,The appliance is a stove.,"15-refrigerator_to the left of,s",What appliance is to the left of the refrigerator?,stove,n64959.jpg
202133566,202133566,"No, the skateboarder is wearing jeans.",13-skateboarder_knee pads,Is the skateboarder above the skatepark wearing knee pads?,no,n412144.jpg
201902557,201902557,The device is a router.,"15-computer_on top of,s",What device is on top of the computer?,router,n435808.jpg
202133564,202133564,The skateboarder is wearing jeans.,"14-jeans_wearing,s",Who is wearing the jeans?,skateboarder,n412144.jpg
202133563,202133563,The skateboarder is wearing jeans.,"14-jeans_wearing,s",Who is wearing jeans?,skateboarder,n412144.jpg
201902553,201902553,The device is a router.,"15-computer_on top of,s",What device is on top of the computer underneath the desk?,router,n435808.jpg
202244266,202244266,The food is rice.,"15-cupcakes_to the right of,s",What is the food that is to the right of the cupcakes near the carrots called?,rice,n296467.jpg
201188320,201188320,The man is wearing a jacket.,"14-jacket_wearing,s",Who is wearing a jacket?,man,n483840.jpg
201951734,201951734,The vehicle is a van.,12q-vehicle_old,Which kind of vehicle is old?,van,n256120.jpg
20385778,20385778,"No, there is a bag but no umbrellas.",09existAnd-bag_umbrella,Are there both umbrellas and bags in the picture?,no,n90294.jpg
201188325,201188325,"No, the man is wearing a jacket.",13-man_hat,Is the old person wearing a hat?,no,n483840.jpg
20462152,20462152,The man is wearing trousers.,"14-pants_wearing,s",Who is wearing trousers?,man,n571179.jpg
20462153,20462153,The man is wearing trousers.,"14-pants_wearing,s",Who is wearing the pants?,man,n571179.jpg
20462158,20462158,The man is wearing a coat.,"14-coat_wearing,s",Who is wearing a coat?,man,n571179.jpg
201804491,201804491,"Yes, the fireplace is square and black.",05-black_square,Is the fireplace square and black?,yes,n51002.jpg
20953087,20953087,The player is wearing a polo shirt.,"14-polo shirt_wearing,s",Who is wearing a polo shirt?,player,n413319.jpg
20891688,20891688,The man is looking at the kid.,"14-man_looking at,o",The person that is sitting-down is looking at who?,child,n347706.jpg
20953081,20953081,The player is wearing shorts.,"14-shorts_wearing,s",Who is wearing shorts?,player,n413319.jpg
201737878,201737878,The player is on the left of the image.,10c-player_hposition,"Where in the picture is the tall player, on the left or on the right?",left,n531731.jpg
20953088,20953088,The player is wearing a polo shirt.,"14-polo shirt_wearing,s",Who is wearing the polo shirt?,player,n413319.jpg
20827504,20827504,The furniture is chairs.,12q-furniture_cushioned,Which kind of furniture is cushioned?,chairs,n283587.jpg
201322631,201322631,The car is on the left of the image.,10c-car_hposition,"On which side of the picture is the car, the right or the left?",left,n311910.jpg
202174096,202174096,The oven has black color.,10q-oven_color,What color does the appliance the stove is on top of have?,black,n398429.jpg
201935943,201935943,"Yes, that is a brown shelf.",06-shelf_brown,Is that a brown shelf?,yes,n500209.jpg
20978612,20978612,The fence is made of wood.,10q-fence_material,What is the fence made of?,wood,n551964.jpg
20434779,20434779,The chair is made of wood.,10q-chair_material,What's the chair made of?,wood,n431447.jpg
201556748,201556748,The device is a keyboard.,"15-laptop_below,s",What device is below the laptop that is not closed?,keyboard,n525901.jpg
201030339,201030339,The stars are small.,10q-stars_size,How big are the stars?,small,n54424.jpg
20434770,20434770,"No, the chair is wooden but brown.",05-white_wood,Is the chair white and wooden?,no,n431447.jpg
20827501,20827501,The furniture is chairs.,12q-furniture_black,Which kind of furniture is black?,chairs,n283587.jpg
20636816,20636816,The oven is closed.,10c-oven_15,Is the appliance that is to the left of the cutting board closed or maybe open?,closed,n184385.jpg
201935924,201935924,The shelf is small.,10c-shelf_size,"How does the wood shelf look, large or small?",small,n500209.jpg
20262487,20262487,"Yes, there are green boots.",04-boots_green,Are there either green boots or skis?,yes,n172618.jpg
201185896,201185896,The frisbee is flying above the ground.,"14-ground_flying above,s",What is flying above the ground?,frisbee,n494918.jpg
201185893,201185893,"Yes, the frisbee is in front of the trees.",13-frisbee_trees,Is the frisbee in front of the trees?,yes,n494918.jpg
201935928,201935928,"Yes, the shelf is brown and small.",05-brown_small,Does the shelf have brown color and small size?,yes,n500209.jpg
20246006,20246006,"No, the helmet is to the right of the skateboarder.",13-helmet_motorcycle,Is the helmet to the right of a motorcycle?,no,n489190.jpg
201735421,201735421,The chicken is standing on top of the desk.,"14-chicken_standing on top of,o",The black chicken is standing on top of what?,desk,n240973.jpg
201982950,201982950,The coffee table is brown.,10c-coffee table_color,Is the coffee table that looks little brown or white?,brown,n526228.jpg
202023601,202023601,The chair is made of metal.,10q-chair_material,What is the material of the chair?,metal,n95313.jpg
202156925,202156925,The animals are elephants.,"15-trees_in front of,s",What kind of animal is in front of the trees?,elephants,n543966.jpg
202156922,202156922,The elephants are in front of the trees.,"14-trees_in front of,s",What animal is in front of the trees?,elephants,n543966.jpg
201676219,201676219,The device is a computer.,"15-shelf_to the right of,s",What device is to the right of the shelf?,computer,n233607.jpg
202156920,202156920,The elephants are in front of the trees.,"14-trees_in front of,s",What animal is in front of the trees the clouds are above?,elephants,n543966.jpg
20785827,20785827,The side walk is white.,10q-sidewalk_color,What is the color of the concrete sidewalk?,white,n12404.jpg
201804660,201804660,The device is a television.,"15-artwork_below,s",What is the device below the white artwork called?,television,n51002.jpg
201804661,201804661,The device is a television.,"15-artwork_below,s",What device is below the artwork?,television,n51002.jpg
202244696,202244696,"No, the bowl is white but full.",05-empty_white,Does the bowl that is to the left of the other bowl look white and empty?,no,n296467.jpg
202179615,202179615,"No, the man is wearing shoes.",13-man_jeans,Is the man that is not short wearing jeans?,no,n523165.jpg
20827508,20827508,The chairs are on the left of the image.,10q-chairs_hposition,Which side of the image are the chairs on?,left,n283587.jpg
20734057,20734057,The people are on the left of the image.,10q-people_hposition,On which side are the people?,left,n90944.jpg
20783255,20783255,The device is a screen.,"15-man_to the right of,s",Which kind of device is to the right of the man?,screen,n355339.jpg
20929612,20929612,"Yes, the cowboy hat is above the jacket.",13-cowboy hat_jacket,Is the cowboy hat above the jacket near the motorcycle?,yes,n9181.jpg
20349965,20349965,The shirt is sleeveless.,10c-shirt_32,Is the shirt sleeveless or short sleeved?,sleeveless,n468864.jpg
20783250,20783250,"Yes, the screen is in front of a laptop.",13-screen_laptop,Is the screen in front of a laptop?,yes,n355339.jpg
202012477,202012477,The woman is in front of the cabinets.,"14-woman_in front of,o",What do you think is the woman in front of?,cabinets,n326988.jpg
202012476,202012476,The woman is in front of the cabinets.,"14-cabinets_in front of,s",Who is in front of the cabinets?,woman,n326988.jpg
20862758,20862758,"No, they are both male and female.",07same-allpeople,Are the people of the same gender?,no,n94074.jpg
20661463,20661463,"No, there are no bicycles.",03-bike,Are there any bicycles?,no,n346736.jpg
20262625,20262625,The girl is tall.,10q-girl_height,What is the height of the girl that is holding the kite?,tall,n172618.jpg
20661461,20661461,The door is on the edge of the bus.,"14-bus_on the edge of,s",What is located on the edge of the bus that is not narrow?,door,n346736.jpg
201663548,201663548,The dish washer is clean.,10q-dishwasher_cleanliness,How clean is the appliance underneath the countertop?,clean,n35676.jpg
202223163,202223163,The man is playing.,playing,Who is playing?,man,n257997.jpg
201061187,201061187,"No, the shirt is short sleeved.",06-shirt_sleeveless,Does the orange shirt look sleeveless?,no,n25275.jpg
20226469,20226469,The man wears a shirt.,"14-man_wearing,o",The person near the menu wears what?,shirt,n68769.jpg
20518475,20518475,"No, the shower is large but clean.",05-dirty_large,Is the shower near the mirror dirty and large?,no,n141939.jpg
202023469,202023469,The piece of furniture is a bed.,"15-bookshelf_in front of,s",Which kind of furniture is in front of the bookshelf?,bed,n95313.jpg
202007027,202007027,The kitchen is decorated by the cabinet.,"15-kitchen_decorated by,o",What kind of furniture is the kitchen decorated by?,cabinet,n97485.jpg
202007024,202007024,The kitchen is decorated by the cabinet.,"14-kitchen_decorated by,o",What's the kitchen decorated by?,cabinet,n97485.jpg
202023467,202023467,The bed is in front of the bookshelf.,"14-bookshelf_in front of,s",What is in front of the bookshelf?,bed,n95313.jpg
20511438,20511438,The helicopter is heavy.,10q-helicopter_weight,How heavy is the helicopter?,heavy,n229548.jpg
20511439,20511439,The helicopter is carrying the ship.,"14-ship_carrying,s",What is carrying the ship?,helicopter,n229548.jpg
201228220,201228220,The lamp is black.,10q-lamp_color,What color is the lamp to the right of the bench?,black,n154856.jpg
2075742,2075742,The skis are wide.,10q-skis_width,How wide are the skis on the bottom of the plane?,wide,n315859.jpg
201447004,201447004,"Yes, the toilet paper is on the right of the image.",06-toilet paper_right,Is the toilet paper on the right side of the image?,yes,n54180.jpg
20120446,20120446,"Yes, the sand is shallow.",06-sand_shallow,Does the sand look shallow?,yes,n117888.jpg
202100662,202100662,The utensils are on the left of the image.,10q-utensils_hposition,On which side of the image are the metal utensils?,left,n280089.jpg
20240980,20240980,The water bottle is on the left of the image.,10c-water bottle_hposition,"On which side of the picture is the water bottle, the right or the left?",left,n166008.jpg
201548695,201548695,The drink is alcohol.,"15-blender_in,s",What drink is in the appliance that is using seasonings?,alcohol,n314171.jpg
202081254,202081254,"Yes, the container is small and orange.",05-orange_small,Does the container that is to the right of the paper towel look small and orange?,yes,n314630.jpg
201548698,201548698,The alcohol is in the blender.,"14-alcohol_in,o",What do you think is the alcohol in?,blender,n314171.jpg
20609188,20609188,"Yes, both the bowl and the table are white.",09same-bowl_table,Is the color of the bowl the same as the table?,yes,n437064.jpg
201064814,201064814,The piece of furniture is a sofa.,12q-furniture_blue,What is the blue item of furniture in the picture?,sofa,n88933.jpg
201983709,201983709,The papers are in front of the woman.,"14-woman_in front of,s",What's in front of the woman?,papers,n16378.jpg
20887489,20887489,The keyboard is large.,10q-keyboard_size,How large is the keyboard?,large,n282436.jpg
202003599,202003599,It is an office.,02q-room,Which room is it?,office,n262920.jpg
202285228,202285228,The food is a sausage.,"15-egg_to the left of,s",What kind of food is to the left of the white egg?,sausage,n100991.jpg
201480233,201480233,"Yes, there are both a hat and a boy.",09existAnd-boy_hat,Are there both hats and boys in the picture?,yes,n39114.jpg
201056036,201056036,"Yes, the car is to the right of the spectator.",13-car_spectator,Is the black car to the right of the person that is watching the soccer player?,yes,n259002.jpg
201068788,201068788,The clothing item is a blouse.,12q-clothing_long sleeved,What item of clothing is long sleeved?,blouse,n159802.jpg
201068839,201068839,The clothing is a sweatshirt.,12q-clothing_soft,Which kind of clothing is soft?,sweatshirt,n159802.jpg
201068838,201068838,The clothing is a sweatshirt.,12q-clothing_soft,What type of clothing in this picture is soft?,sweatshirt,n159802.jpg
201752788,201752788,"No, there is a hat but it is small.",04-hat_large,Are there any large gloves or hats?,no,n262929.jpg
20307097,20307097,The device is a laptop.,"15-woman_to the right of,s",What device is to the right of the woman?,laptop,n554880.jpg
201322493,201322493,"Yes, there is a bus.",09existOr-bus_car,Are there cars or buses?,yes,n311910.jpg
20902670,20902670,"No, the person is carrying a dog.",13-person_snowboard,Is the male person carrying a snowboard?,no,n411121.jpg
