result,answer,code,test_code,id,query,img_path,possible_answers
man,woman,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    people_patches = image_patch.find(""person"")
    if len(people_patches) == 0:
        return image_patch.simple_query(""Who is wearing a shirt?"")
    for person_patch in people_patches:
        is_wearing_shirt = person_patch.simple_query(""Is the person wearing a shirt?"") == ""yes""
        if is_wearing_shirt:
            return person_patch.simple_query(""Who is wearing a shirt?"")
    return image_patch.simple_query(""Who is wearing a shirt?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_people = ['person1', 'person2', 'person3']
    if result not in valid_people:
        # Use llm_query to check if it's describing a person
        is_person = llm_query(f""Is '{result}' a person name?"", long_answer=False)
        assert is_person == 'yes', f""Expected a person name, got {result}""
    return result",20508714,Who is wearing a shirt?,data/images/n511913.jpg,The woman is wearing a shirt.
yes,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    athletic_patches = image_patch.find(""athletic person"")
    umpire_patches = image_patch.find(""umpire"")
    if len(athletic_patches) == 0 or len(umpire_patches) == 0:
        return image_patch.simple_query(""Is the athletic person in front of the umpire young and female?"")
    for athletic_patch in athletic_patches:
        for umpire_patch in umpire_patches:
            if athletic_patch.horizontal_center < umpire_patch.horizontal_center:
                return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",202053319,Is the athletic person in front of the umpire young and female?,data/images/n334278.jpg,"No, the batter is young but male."
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""Is the window rectangular and white?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",202174529,Is the window rectangular and white?,data/images/n398429.jpg,"Yes, the window is rectangular and white."
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    fork_patches = image_patch.find(""fork"")
    # Question assumes only one fork patch
    if len(fork_patches) == 0:
        # If no fork is found, query the image directly
        return image_patch.simple_query(""Do the silver forks look hard?"")
    for fork_patch in fork_patches:
        if fork_patch.verify_property(""fork"", ""hard""):
            return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201908788,Do the silver forks look hard?,data/images/n479092.jpg,"Yes, the forks are hard."
round,square,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    mirror_patches = image_patch.find(""mirror"")
    # Question assumes only one mirror patch
    if len(mirror_patches) == 0:
        # If no mirror is found, query the image directly
        return image_patch.simple_query(""What shape is the large mirror?"")
    for mirror_patch in mirror_patches:
        if mirror_patch.best_text_match([""round"", ""square"", ""rectangle""]) == ""round"":
            return ""round""
        elif mirror_patch.best_text_match([""round"", ""square"", ""rectangle""]) == ""square"":
            return ""square""
        else:
            return ""rectangle""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['round','square','rectangle'], ""Expected output to be round, square or rectangle""
    return result",20403340,What shape is the large mirror?,data/images/n249639.jpg,The mirror is square.
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    camera_patches = image_patch.find(""camera"")
    if len(camera_patches) == 0:
        return image_patch.simple_query(""Is the camera on the right side of the picture?"")
    for camera_patch in camera_patches:
        if camera_patch.horizontal_center > image_patch.right:
            return ""no""
    return ""yes""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20306592,Is the camera on the right side of the picture?,data/images/n554880.jpg,"No, the camera is on the left of the image."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    mirror_patches = image_patch.find(""mirror"")
    lamp_patches = image_patch.find(""white lamp"")
    if len(mirror_patches) == 0 or len(lamp_patches) == 0:
        return image_patch.simple_query(""Is there a mirror near the white lamp?"")
    for mirror_patch in mirror_patches:
        for lamp_patch in lamp_patches:
            if abs(mirror_patch.horizontal_center - lamp_patch.horizontal_center) < 100:
                return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20403344,Is there a mirror near the white lamp?,data/images/n249639.jpg,"Yes, there is a mirror near the lamp."
paper,paper,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    napkin_patches = image_patch.find(""napkin"")
    # Question assumes only one napkin patch
    if len(napkin_patches) == 0:
        # If no napkin is found, query the image directly
        return image_patch.simple_query(""What makes up the napkin, paper or cloth?"")
    for napkin_patch in napkin_patches:
        options = [""paper"", ""cloth""]
        for option in options:
            if napkin_patch.best_text_match([option]) == option:
                return option
    # If no option matches, query the image directly
    return image_patch.simple_query(""What makes up the napkin, paper or cloth?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['paper', 'cloth'], ""Expected output to be paper or cloth""
    return result",20435304,"What makes up the napkin, paper or cloth?",data/images/n431447.jpg,The napkin is made of paper.
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    garbage_can_patches = image_patch.find(""garbage can"")
    mat_patches = image_patch.find(""mat"")
    if len(garbage_can_patches) == 0 or len(mat_patches) == 0:
        return image_patch.simple_query(""Is the garbage can behind a mat?"")
    for garbage_can_patch in garbage_can_patches:
        for mat_patch in mat_patches:
            if garbage_can_patch.horizontal_center > mat_patch.horizontal_center:
                return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20939909,Is the garbage can behind a mat?,data/images/n240666.jpg,"Yes, the garbage can is behind a mat."
clean,dirty,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""How clean is that napkin?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_states = ['clean', 'dirty']
    if result not in valid_states:
        # Use llm_query to check if it's describing a state
        is_state = llm_query(f""Is '{result}' a state name?"", long_answer=False)
        assert is_state == 'yes', f""Expected a state name, got {result}""
    return result",20435309,How clean is that napkin?,data/images/n431447.jpg,The napkin is dirty.
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    trash_can_patches = image_patch.find(""small trash can"")
    sink_patches = image_patch.find(""sink"")
    if len(trash_can_patches) == 0 or len(sink_patches) == 0:
        return image_patch.simple_query(""Is the small trash can underneath the sink?"")
    for trash_can_patch in trash_can_patches:
        for sink_patch in sink_patches:
            if trash_can_patch.vertical_center > sink_patch.vertical_center:
                return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20939906,Is the small trash can underneath the sink?,data/images/n240666.jpg,"Yes, the trash bin is underneath the sink."
right,right,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    eggplant_patches = image_patch.find(""eggplant"")
    if len(eggplant_patches) == 0:
        return image_patch.simple_query(""On which side of the picture is the eggplant?"")
    for eggplant_patch in eggplant_patches:
        if eggplant_patch.horizontal_center < image_patch.horizontal_center:
            return ""left""
        elif eggplant_patch.horizontal_center > image_patch.horizontal_center:
            return ""right""
    return ""center""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_sides = ['left', 'right', 'center']
    if result not in valid_sides:
        # Use llm_query to check if it's describing a side
        is_side = llm_query(f""Is '{result}' a side name?"", long_answer=False)
        assert is_side == 'yes', f""Expected a side name, got {result}""
    return result",201887219,On which side of the picture is the eggplant?,data/images/n429961.jpg,The eggplant is on the right of the image.
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    garbage_bin_patches = image_patch.find(""garbage bin"")
    sink_patches = image_patch.find(""sink"")
    if len(garbage_bin_patches) == 0 or len(sink_patches) == 0:
        return image_patch.simple_query(""Is the garbage bin below a sink?"")
    for garbage_bin_patch in garbage_bin_patches:
        for sink_patch in sink_patches:
            if garbage_bin_patch.vertical_center > sink_patch.vertical_center:
                return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20939902,Is the garbage bin below a sink?,data/images/n240666.jpg,"Yes, the garbage bin is below a sink."
yes,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""chubby man"")
    umbrella_patches = image_patch.find(""umbrella"")
    if len(man_patches) == 0 or len(umbrella_patches) == 0:
        return image_patch.simple_query(""Is the chubby man to the left of the umbrella wearing shorts?"")
    for man_patch in man_patches:
        for umbrella_patch in umbrella_patches:
            if man_patch.horizontal_center < umbrella_patch.horizontal_center:
                shorts_patches = image_patch.find(""shorts"")
                if len(shorts_patches) > 0:
                    return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20901821,Is the chubby man to the left of the umbrella wearing shorts?,data/images/n28792.jpg,"No, the man is wearing sandals."
umbrella,umbrella,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    # Question assumes one man patch
    if len(man_patches) == 0:
        # If no man is found, query the image directly
        return image_patch.simple_query(""What does the chubby man hold?"")
    man_patch = man_patches[0]
    holding_patches = image_patch.find(""holding"")
    # Question assumes one holding patch
    if len(holding_patches) == 0:
        return image_patch.simple_query(""What does the chubby man hold?"")
    for holding_patch in holding_patches:
        if holding_patch.left < man_patch.right and holding_patch.right > man_patch.left:
            return holding_patch.simple_query(""What does the chubby man hold?"")
    return image_patch.simple_query(""What does the chubby man hold?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_items = ['book', 'phone','remote', 'glass']
    if result not in valid_items:
        # Use llm_query to check if it's describing an item
        is_item = llm_query(f""Is '{result}' an item name?"", long_answer=False)
        assert is_item == 'yes', f""Expected an item name, got {result}""
    return result",20901822,What does the chubby man hold?,data/images/n28792.jpg,The man holds the umbrella.
looking at her phone,looking down,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    woman_patches = image_patch.find(""woman"")
    # Question assumes only one woman patch
    if len(woman_patches) == 0:
        # If no woman is found, query the image directly
        return image_patch.simple_query(""What is the woman doing?"")
    woman_patch = woman_patches[0]
    return woman_patch.simple_query(""What is the woman doing?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query does not give options, so the result should be a descriptive phrase
    assert not any(char.isdigit() for char in result), ""Expected output to not have numbers""
    return result",201984046,What is the woman doing?,data/images/n16378.jpg,The woman is looking down.
black,black,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    monitor_patches = image_patch.find(""monitor"")
    # Question assumes only two monitor patches
    if len(monitor_patches) < 2:
        return image_patch.simple_query(""The monitor to the right of the other monitor has which color?"")
    monitor1_patch = monitor_patches[0]
    monitor2_patch = monitor_patches[1]
    if monitor2_patch.horizontal_center > monitor1_patch.horizontal_center:
        return image_patch.simple_query(""What color is the monitor?"")
    return image_patch.simple_query(""The monitor to the right of the other monitor has which color?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_colors = ['red', 'blue', 'green', 'black', 'grey', 'orange', 'pink']
    if result not in valid_colors:
        # Use llm_query to check if it's describing a color
        is_color = llm_query(f""Is '{result}' a color name?"", long_answer=False)
        assert is_color == 'yes', f""Expected a color name, got {result}""
    return result",201902722,The monitor to the right of the other monitor has which color?,data/images/n435808.jpg,The monitor is black.
seagull,birds,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    animal_patches = image_patch.find(""animal"")
    # Question assumes only one animal patch
    if len(animal_patches) == 0:
        # If no animal is found, query the image directly
        return image_patch.simple_query(""What animal is walking on the ground?"")
    for animal_patch in animal_patches:
        if animal_patch.simple_query(""Is the animal walking on the ground?"") == ""yes"":
            return animal_patch.simple_query(""What animal is walking on the ground?"")
    # If no animal is walking on the ground, pick the first animal
    return animal_patches[0].simple_query(""What animal is walking on the ground?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_animals = ['dog', 'cat', 'bird', 'horse', 'elephant']
    if result not in valid_animals:
        # Use llm_query to check if it's describing an animal
        is_animal = llm_query(f""Is '{result}' an animal name?"", long_answer=False)
        assert is_animal == 'yes', f""Expected an animal name, got {result}""
    return result",20492039,What animal is walking on the ground?,data/images/n335542.jpg,The birds are walking on the ground.
monitors,monitor,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    desk_patches = image_patch.find(""desk"")
    if len(desk_patches) == 0:
        return image_patch.simple_query(""What sits on top of the desk?"")
    for desk_patch in desk_patches:
        objects_patches = image_patch.find(""object"")
        for object_patch in objects_patches:
            if object_patch.upper > desk_patch.upper:
                return object_patch.simple_query(""What sits on top of the desk?"")
    return image_patch.simple_query(""What sits on top of the desk?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options, so the result should be one of them
    assert result in ['paper', 'pen','mouse','monitor'], ""Expected output to be one of the options""
    return result",201902726,What sits on top of the desk?,data/images/n435808.jpg,The monitor sits on top of the desk.
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""Does the sky look bright and blue?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",202100478,Does the sky look bright and blue?,data/images/n386688.jpg,"No, the sky is blue but dull."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    batter_patches = image_patch.find(""batter"")
    # Question assumes only one batter patch
    if len(batter_patches) == 0:
        # If no batter is found, query the image directly
        return image_patch.simple_query(""Are both the spectators to the left of the batter and the spectators that are to the right of the batter sitting?"")
    batter_patch = batter_patches[0]
    left_spectator_patches = image_patch.find(""spectator"", ""left"", batter_patch)
    right_spectator_patches = image_patch.find(""spectator"", ""right"", batter_patch)
    left_sitting = len([patch for patch in left_spectator_patches if patch.simple_query(""Is the spectator sitting?"") == ""yes""]) > 0
    right_sitting = len([patch for patch in right_spectator_patches if patch.simple_query(""Is the spectator sitting?"") == ""yes""]) > 0
    return bool_to_yesno(left_sitting and right_sitting)","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20287967,Are both the spectators to the left of the batter and the spectators that are to the right of the batter sitting?,data/images/n317260.jpg,"Yes, both the spectators and the spectators are sitting."
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    plastic_container_patches = image_patch.find(""plastic container"")
    if len(plastic_container_patches) == 0:
        return image_patch.simple_query(""Is the plastic container on the left side of the picture?"")
    for plastic_container_patch in plastic_container_patches:
        if plastic_container_patch.left < image_patch.left + (image_patch.right - image_patch.left) / 2:
            return ""yes""
    return ""no""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20896252,Is the plastic container on the left side of the picture?,data/images/n548534.jpg,"Yes, the container is on the left of the image."
no,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    rug_patches = image_patch.find(""rug"")
    # Question assumes only one rug patch
    if len(rug_patches) == 0:
        # If no rug is found, query the image directly
        return image_patch.simple_query(""Does the suitcase to the right of the rug have small size?"")
    for rug_patch in rug_patches:
        suitcase_patches = image_patch.find(""suitcase"")
        for suitcase_patch in suitcase_patches:
            if suitcase_patch.horizontal_center > rug_patch.horizontal_center:
                return suitcase_patch.simple_query(""Does the suitcase have small size?"")
    return image_patch.simple_query(""Does the suitcase to the right of the rug have small size?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201510942,Does the suitcase to the right of the rug have small size?,data/images/n575770.jpg,"No, the suitcase is large."
bookcase,tv stand,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    furniture_patches = image_patch.find(""wooden piece of furniture"")
    if len(furniture_patches) > 0:
        return furniture_patches[0].simple_query(""What is the name of the wooden piece of furniture?"")
    else:
        return image_patch.simple_query(""What is the name of the wooden piece of furniture?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives a specific answer, so the result should match
    assert result in ['table', 'chair','shelf', 'desk'], ""Expected output to be a specific name""
    return result",201621467,What is the name of the wooden piece of furniture?,data/images/n275148.jpg,The piece of furniture is a TV stand.
coffee table,tv stand,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    furniture_patches = image_patch.find(""furniture"")
    if len(furniture_patches) == 0:
        return image_patch.simple_query(""Which kind of furniture is brown?"")
    for furniture_patch in furniture_patches:
        is_brown = furniture_patch.simple_query(""Is the furniture brown?"")
        if is_brown == ""yes"":
            return furniture_patch.simple_query(""Which kind of furniture is brown?"")
    return image_patch.simple_query(""Which kind of furniture is brown?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_furniture = ['chair', 'table','sofa', 'bed','shelf']
    if result not in valid_furniture:
        # Use llm_query to check if it's describing a furniture
        is_furniture = llm_query(f""Is '{result}' a furniture name?"", long_answer=False)
        assert is_furniture == 'yes', f""Expected a furniture name, got {result}""
    return result",201621466,Which kind of furniture is brown?,data/images/n275148.jpg,The furniture is a TV stand.
yes,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    gentleman_patches = image_patch.find(""smiling gentleman in front of the picture"")
    caucasian_patches = image_patch.find(""Caucasian person"")
    # Question assumes only one gentleman and one caucasian patch
    if len(gentleman_patches) == 0 or len(caucasian_patches) == 0:
        return image_patch.simple_query(""Do both the smiling gentleman in front of the picture and the Caucasian person look young?"")
    gentleman_patch = gentleman_patches[0]
    caucasian_patch = caucasian_patches[0]
    gentleman_looks_young = gentleman_patch.simple_query(""Does the smiling gentleman in front of the picture look young?"")
    caucasian_looks_young = caucasian_patch.simple_query(""Does the Caucasian person look young?"")
    return bool_to_yesno(gentleman_looks_young and caucasian_looks_young)","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",20427613,Do both the smiling gentleman in front of the picture and the Caucasian person look young?,data/images/n281241.jpg,"Yes, both the gentleman and the man are young."
large,large,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""How big is the plane?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_sizes = ['big','small', 'large','smaller', 'bigger']
    if result not in valid_sizes:
        # Use llm_query to check if it's describing a size
        is_size = llm_query(f""Is '{result}' a size description?"", long_answer=False)
        assert is_size == 'yes', f""Expected a size description, got {result}""
    return result",201342263,How big is the plane?,data/images/n157375.jpg,The plane is large.
pink,pink,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    wrist_watch_patches = image_patch.find(""wrist watch"")
    # Question assumes only one wrist watch patch
    if len(wrist_watch_patches) == 0:
        # If no wrist watch is found, query the image directly
        return image_patch.simple_query(""What color does the wrist watch the woman is wearing have?"")
    for wrist_watch_patch in wrist_watch_patches:
        woman_patches = image_patch.find(""woman"")
        for woman_patch in woman_patches:
            if wrist_watch_patch.horizontal_center > woman_patch.horizontal_center:
                return wrist_watch_patch.best_text_match([""red"", ""blue"", ""green"", ""black"", ""grey"", ""orange"", ""pink""])
    return wrist_patch.simple_query(""What color does the wrist watch the woman is wearing have?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_colors = ['red', 'blue', 'green', 'black', 'grey', 'orange', 'pink']
    if result not in valid_colors:
        # Use llm_query to check if it's describing a color
        is_color = llm_query(f""Is '{result}' a color name?"", long_answer=False)
        assert is_color == 'yes', f""Expected a color name, got {result}""
    return result",20618703,What color does the wrist watch the woman is wearing have?,data/images/n126087.jpg,The wrist watch has pink color.
unknown,young,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    gentleman_patches = image_patch.find(""gentleman"")
    # Question assumes only one gentleman patch
    if len(gentleman_patches) == 0:
        # If no gentleman is found, query the image directly
        return image_patch.simple_query(""How old is the gentleman?"")
    for gentleman_patch in gentleman_patches:
        age = gentleman_patch.simple_query(""How old is the gentleman?"")
        return age","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    assert result in ['old', 'young'], ""Expected output to be old or young""
    return result",20427618,How old is the gentleman?,data/images/n281241.jpg,The gentleman is young.
brown,dark brown,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return image_patch.simple_query(""Which color do you think the wood floor is?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_colors = ['brown', 'black', 'white', 'gray', 'beige', 'wooden']
    if result not in valid_colors:
        # Use llm_query to check if it's describing a color
        is_color = llm_query(f""Is '{result}' a color name?"", long_answer=False)
        assert is_color == 'yes', f""Expected a color name, got {result}""
    return result",202231872,Which color do you think the wood floor is?,data/images/n232810.jpg,The floor is dark brown.
right,right,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    baseball_patches = image_patch.find(""baseball"")
    # Question assumes only one baseball patch
    if len(baseball_patches) == 0:
        # If no baseball is found, query the image directly
        return image_patch.simple_query(""On which side of the image are the baseball players?"")
    for baseball_patch in baseball_patches:
        if baseball_patch.horizontal_center < image_patch.horizontal_center:
            return ""left""
        else:
            return ""right""","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['left', 'right'], ""Expected output to be left or right""
    return result",201536434,On which side of the image are the baseball players?,data/images/n538684.jpg,The baseball players are on the right of the image.
yes,no,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    return bool_to_yesno(image_patch.exists(""hat"") or image_patch.exists(""scarf""))","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201975054,Is there a colorful hat or scarf?,data/images/n274905.jpg,"No, there is a hat but it is black and white."
not fat,fat,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    old_people_patches = image_patch.find(""old people"")
    if len(old_people_patches) == 0:
        return image_patch.simple_query(""How fat are the old people who are wearing a dress?"")
    for old_people_patch in old_people_patches:
        dress_patches = image_patch.find(""dress"")
        for dress_patch in dress_patches:
            if dress_patch.exists(""fat""):
                return ""fat""
            elif dress_patch.exists(""thin""):
                return ""thin""
    return image_patch.simple_query(""How fat are the old people who are wearing a dress?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['fat', 'thin'], ""Expected output to be fat or thin""
    # Test case 2:
    assert not any(char.isdigit() for char in result), ""Expected output to not have numbers""
    return result",201640551,How fat are the old people who are wearing a dress?,data/images/n235859.jpg,The women are fat.
playing,jumping,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    man_patches = image_patch.find(""man"")
    if len(man_patches) == 0:
        return image_patch.simple_query(""What's the man doing?"")
    man_patch = man_patches[0]
    actions = ['eating', 'drinking','reading', 'writing', 'talking', 'walking', 'running', 'dancing', 'playing','sleeping']
    for action in actions:
        if man_patch.simple_query(f""Is the man {action}?"") == ""yes"":
            return action
    return image_patch.simple_query(""What's the man doing?"")","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives options using """"or"""", the return values will be one of the options
    valid_actions = ['eating', 'drinking','reading', 'writing', 'talking', 'walking', 'running', 'dancing', 'playing','sleeping']
    if result not in valid_actions:
        # Use llm_query to check if it's describing an action
        is_action = llm_query(f""Is '{result}' an action name?"", long_answer=False)
        assert is_action == 'yes', f""Expected an action name, got {result}""
    return result",201885430,What's the man doing?,data/images/n222297.jpg,The man is jumping.
no,yes,"def execute_command(image, my_fig, time_wait_between_lines, syntax):
    image_patch = ImagePatch(image)
    is_horse = image_patch.exists(""horse"")
    is_fence = image_patch.exists(""fence"")
    return bool_to_yesno(is_horse and is_fence)","def execute_test(image):
    result = execute_command(image, my_fig, time_wait_between_lines, syntax)
    # Test case 1:
    # Query gives two options, so the result should be one of them
    assert result in ['yes', 'no'], ""Expected output to be yes or no""
    return result",201654400,Are there both a horse and a fence in the image?,data/images/n6309.jpg,"Yes, there are both a horse and a fence."
